Persona,Approx Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Suspended
iE - Chick-fil-A,The Shed,2019-11-28,Suspended,@ChickenFiIUs,1199847355954147329,Chick-fil-A,,,2019-11-28,2019-11-28
iE - Chick-fil-A,The Shed,2019-11-30,Suspended,@US_ChickFilAinc,1200889172027772928,Chick-fil-A,,,2019-11-30,
iE - Chick-fil-A,The Shed,2019-12-02,Suspended,@ChickFilAIncUS,1200907010310463488,Chick-fil-A🐥,,,2019-12-01,2019-12-02
iE - Chick-fil-A,The Shed,2019-12-07,Suspended,@ChickFiIAmerica,1202994625369100288,Chick-fil-A,,,2019-12-07,2019-12-09
iE - Chick-fil-A,The Shed,2019-12-22,Suspended,@ChickenFiIA,1208148152261468161,Chick-fil-A,,,2019-12-21,2019-12-23
iE - Chick-fil-A,The Shed,2019-12-29,Suspended,@ChickenFillUS,1210693991190192128,Chick-fil-A,,,2019-12-28,2019-12-29
iE - Chick-fil-A,The Shed,2019-12-31,Suspended,@ChickenFiIIa,1209962847146405889,Chick-fil-A,,,2019-12-26,2019-12-31
iE - Chick-fil-A,The Shed,2020-01-01,Suspended,@ChickfilA2020,1211794358179024897,Chick-fil-A,,,2019-12-31,2019-01-01
iE - Chick-fil-A,The Shed,2020-01-03,Suspended,@ChickFiIIUSA,1212118005661880320,Chick-fil-A,,,2020-01-01,2020-01-03
iE - Chick-fil-A,The Shed,2020-01-10,Suspended,@ChickenFillUSA,1215753663500574720,Chick-fil-A,,,2020-01-11,
iE - Chick-fil-A,The Shed,2020-01-10,Suspended,@ChickFilIA,1215006216604143616,IE,,,2020-01-09,2020-01-10
iE - Chick-fil-A,The Shed,2020-01-19,Suspended,@ChickinFilAUS,1217201583034732546,Chick-fil-A,,,2020-01-15,2020-01-19
iE - Chick-fil-A,The Shed,2020-01-26,Suspended,@UsChickFillA,1220897615635632128,Chick-fil-A,,,2020-01-25,
iE - Chick-fil-A,The Shed,2020-02-18,Suspended,@ChickFiIAUSA,1228480304047771648,Chick-fil-A,,,2020-02-15,2020-02-18
iE - Chick-fil-A,The Shed,2020-03-03,Suspended,@ChickenFilAUSA,1233901214305095680,Chick-fil-A,,,2020-03-01,2020-03-03
iE - Chick-fil-A,The Shed,2020-03-20,Suspended,@ChickFillAUSA,1240441376858234881,Chick-fil-A,,,2020-03-19,2020-03-23
iE - Chick-fil-A,The Shed,2020-03-28,Suspended,@CFA_US,1242193898627158016,Chick-fil-A,,,2020-03-24,2020-04-01
iE - Chick-fil-A,The Shed,2020-04-05,Suspended,@ChickFilIUS,1245814662928560128,Chick-fil-A,,,2020-04-03,2020-04-13
iE - Chick-fil-A,The Shed,2020-04-13,Suspended,@CFA_Namerica,1248073898412793858,Chick-fil-A,,,2020-04-09,2020-04-15
iE - Chick-fil-A,The Shed,2020-04-18,Suspended,@ChickenFilIUSA,1250957068292378626,Chick-fil-A,,,2020-04-17,2020-04-20
iE - Chick-fil-A,The Shed,2020-04-22,Suspended,@ChickFiIIUS,1251599062215716864,Chick-fil-A,,,2020-04-19,2020-04-24
iE - Chick-fil-A,The Shed,2020-05-01,Suspended,@ChickenFiIIUS,1253829687853281281,Chick-fil-A,,,2020-04-25,2020-05-01
iE - Chick-fil-A,The Shed,2020-05-09,Suspended,@ChickenFiIlA,1256338091045818370,Chick-fil-A,,,2020-05-02,2020-05-11
iE - Chick-fil-A,The Shed,2020-05-23,Suspended,@Chick_fil_A_US,1263648319617683456,Chick-fil-A,,,2020-05-22,2020-05-25
iE - Chick-fil-A,The Shed,2020-05-26,Suspended,@ChickenFiIIUSA,1264938224926875649,Chick-fil-A,,,2020-05-25,2020-05-27
iE - Chick-fil-A,The Shed,2020-06-04,Suspended,@US_ChickFiIA,1268736106079465474,cfa,,,2020-06-05,
iE - Chick-fil-A,The Shed,2020-06-06,Suspended,@US_ChickFiIIA,1269009862437945344,cfa,,,2020-06-06,2020-06-06
iE - Chick-fil-A,The Shed,2020-06-12,Suspended,@USAChickFiIA,1271254610980700160,Chick-fil-A,,,2020-06-12,2020-06-15
iE - Chick-fil-A,The Shed,2020-06-26,Suspended,@US_ChickFillA,1274806304758853632,Chick-fil-A,,,2020-06-22,2020-06-26
iE - Chick-fil-A,The Shed,2020-07-03,Suspended,@USAChickFillA,1278849429168984066,Chick-fil-A,,,2020-07-03,2020-07-03
iE - Chick-fil-A,The Shed,2020-07-11,Suspended,@ChickFiIIIUSA,1279213283728191489,iE Trolls,357,,2020-07-04,2020-08-11
iE - Chick-fil-A,The Shed,2020-10-13,Suspended,@ChickFUS,1312944875025752064,Chick-fil-A,304,,2020-10-05,2020-11-02
iE - Chick-fil-A,The Shed,2021-01-30,Suspended,@ChickFilUs,1355356587968360448,Chick Fil A,1530,,2021-01-30,2021-02-15
iE - Chick-fil-A,The Shed,2021-04-23,Suspended,@ChickFillnA,1369414441884876802,Chick-fil-A,48,,2021-03-09,2021-04-30
iE - Chick-fil-A,The Shed,2021-05-11,Suspended,@ChickFilIUSA,1391914129791672321,Chick-fil-A,,,2021-05-10,2021-05-14
iE - Chick-fil-A,The Shed,2021-06-07,Suspended,@ChickfiAUS,1402061819607322644,Chick-fil-A,,,2021-06-07,2021-06-16
iE - Chick-fil-A,The Shed,2021-10-10,Suspended,@Chick_Fil_US,1446274088062783493,Chick-fil-A,62,,2021-10-07,2021-10-24
iE - Chick-fil-A,The Shed,2022-01-26,Suspended,@ChickFilA_US,1486142766841139200,Chick-fil-A,,,2022-01-26,2022-01-27
iE Antifa,The Shed,2018-01-13,Suspended,@IE_ANTIFA,903779702573219840,☭ I.E.ANTIFA ☭,,,2017-09-01,
iE Antifa,The Shed,2018-01-26,Suspended,@ArmyAntifa,954344158113644544,☭ I.E.ANTIFA ☭,,,2018-01-19,
iE Antifa,The Shed,2018-03-14,Suspended,@iE_PPact,3024892385,Planned Parenthood Action,,,,
iE Antifa,The Shed,2018-04-01,Suspended,@IE_ANTIFA3,459246874,☭I.E. ANTIFA☭,,,,
iE Antifa,The Shed,2018-06-17,Suspended,@iE_ANTIFA6,998324722155712512,IE ANTIFA,,,2018-05-18,
iE Antifa,The Shed,2019-08-19,Suspended,@ANTIFA_Portland,1162770680976252928,☭ Portland ANTIFA ☭,,,2019-08-18,2019-08-19
iE Antifa,The Shed,2019-11-27,Suspended,@ANTIFAOfAmerica,1198702207870234624,ANTIFA Amerikkk,,,2019-11-25,
iE Antifa,The Shed,2019-12-11,Suspended,@ANTIFAmerikkk,1203824977016840193,ANTIFA,,,2019-12-09,2019-12-11
iE Antifa,The Shed,2020-01-21,Suspended,@RichmondANTIFA,1218574323096514562,☭ Richmond ANTIFA ☭,,,2020-01-19,2020-01-21
iE Antifa,The Shed,2020-02-05,Suspended,@CUCKEDANTIFA,1222803533747060736,ANTIFA of GREATER ATLANTA,,,2020-01-30,2020-02-05
iE Antifa,The Shed,2020-06-02,Suspended,@ANTIFA_US,1267139011430068225,☭ANTIFA America☭,,,2020-05-31,
Iepseh,America First,2021-06-06,Suspended,@Presidency_LY,1394001624809582593,🇮🇪🇵🇸🇪🇭,227,,2021-05-16,2021-07-06
Iepseh,America First,2021-07-15,Suspended,@SigmaHitler,1412052834757996544,Áϟϟcrack 「ɼl 」🇪🇭🇵🇸🇮🇪🇱🇾,,,2021-07-05,2021-07-16
Iepseh,America First,2021-09-08,Suspended,@vrilgroyper,1435687406116691976,🇮🇳 B☪︎sed Rajah IX 🇮🇪 🇮🇳,,,2021-09-08,2021-10-15
Iepseh,America First,2021-09-19,Suspended,@hailchrist1933,1439726018831523842,Based X 🇦🇶🇮🇪🇹🇯🇦🇶 (refollow),,,2021-09-19,2021-10-16
Iepseh,America First,2021-10-18,Suspended,@jewdefiler88,1450144658328367108,mickey mouse 🇮🇪🇹🇯🇦🇶🇹🇫,,,2021-10-18,2021-10-19
Iepseh,America First,2021-10-20,Suspended,@vrilmaxxer,1450831968921440260,hvrilmaxxer,242,,2021-10-20,2021-11-04
Iepseh,America First,2021-12-19,Suspended,@unvaxxedcum88,1472740934953549826,PAXXV 🇮🇪🇱🇾🇹🇫🇦🇶🇹🇯,233,,2021-12-19,2022-01-04
Iepseh,America First,2022-01-08,Suspended,@vrilsage,1475584616777994240,V Groyper,105,,2021-12-27,2022-01-11
Iepseh,America First,2022-02-03,Suspended,@sneedvril,1483567110643236864,🇮🇪🇹🇫🇦🇶,128,,2022-01-18,2022-02-03
Iepseh,America First,2022-05-23,Suspended,@vril_maxxer,1518754115400077313,vrilmaxxer,,,2022-04-25,2022-05-23
Indian Groyper,America First,2021-12-06,Suspended,@IndianGroyper,1207180643253121031,,,,2019-12-18,2021-12-06
Indian Groyper,America First,2022-05-03,Suspended,@IndoGroyp,1506118397670866952,Indi*n Gr*yp*r,269,,2022-03-21,2022-05-04
Indian Groyper,America First,2022-05-08,Suspended,@IndoZoomer,1521902234917027840,,,,2022-05-04,2022-05-08
Indian Groyper,America First,2022-06-06,Suspended,@IndianGroyper37,1529320896602701824,,,,2022-05-24,2022-06-06
Indian Groyper,America First,2022-06-09,Suspended,@indiagoyper,1533755978654441473,,,,2022-06-02,2022-06-09
Indian Groyper,America First,2022-06-25,Suspended,@BrownDeplorable,,,,,,2022-06-25
Infrequent,Groyper / Fren,2019-09-23,Suspended,@Freninfrequent,1173587579771469828,Infrequent Fren,,,2019-09-16,
Infrequent,Groyper / Fren,2019-10-26,Suspended,@ApuHigh,1182288752389046273,Infrequent Fren,856,,2019-10-10,
Infrequent,Groyper / Fren,2020-07-18,Suspended,@bx1bxer9,1233409787251109889,Infrequent Distancer,3150,,2020-02-28,
Infrequent,Groyper / Fren,2020-11-05,Suspended,@BangEnthusiast4,1295486520447709185,Infrequent,1225,,2020-08-17,
Infrequent,Groyper / Fren,2021-01-22,Suspended,@BangEnthuziast,1301247646921879556,INFREQUENT™,1624,,2020-09-02,
Infrequent,Groyper / Fren,2021-02-23,Suspended,@BangThuzer,1356626958529007619,INFREQUENT,1318,,2021-02-02,
Iqbal,The Shed,2020-10-15,Suspended,@Iqbalsslaves,1307839487502942211,Iqbal's Slave Emporium,237,,2020-09-20,
Iqbal,The Shed,2020-10-20,Suspended,@IqbalHButler,1316806696107470850,Iqbal Slaves,174,,2020-10-15,
Iqbal,The Shed,2021-01-04,Suspended,@bantuberg,1334340185656528897,Iqbal Bantuberg,,,2020-12-03,
Iqbal,The Shed,2021-01-23,Suspended,@bantu_chow,1347695311297327104,iqbal's bantu chow,344,,2021-01-08,
Iqbal,The Shed,2021-01-30,Suspended,@BantusLibyan,1355363968160817157,LibyanBantus,472,,2021-01-30,
Iqbal,The Shed,2021-02-12,Suspended,@DealsEmporium,1360072513737420800,EmporiumDeals,,,2021-02-12,
Iqbal,The Shed,2021-02-16,Suspended,@IqbalTripoli,1361511257224982528,IqbalTripoli,,,2021-02-16,
Iqbal,The Shed,2021-02-18,Suspended,@SlavemanIqbal,1354491214557536256,Iqbal Slaveman,298,,2021-01-27,
Iqbal,The Shed,2021-02-22,Suspended,@plantationberg,1364045794370854916,Iqbal Plantationberg,,,2021-02-22,2021-03-02
Iqbal,The Shed,2021-02-26,Suspended,@ButlerIslandPla,1365407289751044107,Butler Island Plantation,,,2021-02-26,
Iqbal,The Shed,2021-03-23,Suspended,@IqbalReturns,1374417886857494531,Iqbal Returns,,,2021-03-23,2021-04-07
Iqbal,The Shed,2021-04-01,Suspended,@Detective_Iqbal,1377699275115798534,Detective Iqbal,,,2021-04-01,2021-04-30
Iqbal,The Shed,2021-04-10,Suspended,@bantusquality,1380882000874180609,Quality Bantus,,,2021-04-10,2021-04-14
Iqbal,The Shed,2021-04-13,Suspended,@ISlaveman,1382068742683758598,Iqbal Slaveman,,,2021-04-13,2021-04-30
Iqbal,The Shed,2021-04-16,Suspended,@IqbalNewguy,1382921886762426373,Iqbal Newguy,129,,2021-04-16,2021-04-30
Iqbal,The Shed,2021-07-04,Suspended,@ShaniquoB,1411733934468218884,It's Iqbal,,,2021-07-04,2021-07-12
Iqbal,The Shed,2021-08-13,Suspended,@PunishedEarly,1426210903586971652,Iqbal,47,,2021-08-13,2021-08-18
Iqbal,The Shed,2021-08-18,Suspended,@BantuIqbal,1427811903733174273,Bantu Iqbal,75,,2021-08-18,2021-09-10
Iqbal,The Shed,2021-09-24,Suspended,@BorderIqbal,1441205355397013509,Border Patrol Iqbal,41,,2021-09-24,2021-09-27
Iqbal,The Shed,2021-10-02,Suspended,@ProfessorIqbal4,1443687785441988609,Professor Iqbal,,,2021-10-02,2021-10-04
Iqbal,The Shed,2021-10-07,Suspended,@Chug_Iqbal,1446113485486653444,Iqbal Featherbantu,45,,2021-10-07,2021-10-08
Iqbal,The Shed,2021-10-08,Suspended,@SpookyIqbal,1446581964769828865,Spooky Iqbal,43,,2021-10-08,2021-10-19
Iqbal,The Shed,2021-12-18,Suspended,@BantuChow,1472075771464323077,Bantu Chow,44,,2021-12-18,2021-12-27
Iqbal,The Shed,2022-01-10,Suspended,@IqbalSlaves,1480587591829360643,Iqbal Slaves,,,2022-01-10,2022-01-12
Iqbal,The Shed,2022-01-12,Suspended,@SimonLovesBBC,1481341864364191749,Iqbal Slavestein,53,,2022-01-12,2022-01-13
Iqbal,The Shed,2022-01-14,Suspended,@IqbalsBantus,1481759681186045955,Iqbal's Quality Bantus,,,2022-01-14,2022-01-15
Iqbal,The Shed,2022-01-15,Suspended,@IqbalButler,1482345063221022724,Iqbal Butler,14,,2022-01-15,2022-01-19
Iqbal,The Shed,2022-02-19,Suspended,@KingofBantus,1495096695364927490,"Iqbal, King of the Bantus",34,,2022-02-19,2022-02-20
Iqbal,The Shed,2022-03-01,Suspended,@IqbalOfKyiv,1498078436128178178,Iqbal of Kiev,21,,2022-02-27,2022-03-01
Iqbal,The Shed,2022-03-15,Suspended,@IqbalHButIer,1503837947421995008,(((Iqbal Hardy Butler))),8,,2022-03-15,2022-03-16
Iqbal,The Shed,2022-03-15,Suspended,@EinsatzIqbal,1503787820091162629,Einsatzkommando Iqbal,3,,2022-03-15,2022-03-16
Iqbal,The Shed,2022-03-15,Suspended,@GenLatrina,1501039445826486275,Einsatzkommando,13,,2022-03-07,2022-03-16
Iqbal,The Shed,2022-03-21,Suspended,@Iqbal75927189,1505984041685864455,Iqbal,8,,2022-03-21,2022-03-22
Iqbal,The Shed,2022-03-24,Suspended,@SlaveIqbal,1507140274585313287,Iqbal's Slave Emporium,18,,2022-03-24,2022-03-25
Iqbal,The Shed,2022-04-25,Suspended,@ReturnsIqbal,1518786839712350209,Iqbal Returns,65,,2022-04-25,2022-04-26
Iqbal,The Shed,2022-04-26,Suspended,@MugIqbal,1518982712203399170,Iqbal's Mug Moments,12,,2022-04-26,2022-04-27
Iqbal,The Shed,2022-04-28,Suspended,@DinduIqbal,1519842686806724609,Dindu Iqbal,8,,2022-04-28,2022-05-01
Iqbal,The Shed,2022-04-30,Suspended,@WinsIqbal,1520220774388445184,Iqbal Wins,,,2022-04-29,2022-04-30
Iqbal,The Shed,2022-05-02,Suspended,@foreveriqbal88,,,57,,2022-04-28,2022-05-02
Iqbal,The Shed,2022-05-04,Suspended,@JewishHangers,1521626026077523974,Iqbal's Kosher Certified Coat Hangers,31,,2022-05-03,2022-05-05
Irish Rose,White Nationalist,2021-05-09,Suspended,@GingerSchnapp88,1269627716820557825,𝐈𝐫𝐢𝐬𝐡 ℝ𝕠𝕤𝕖,778,,2020-06-07,
Irish Rose,White Nationalist,2021-12-29,Suspended,@NotIrishRose,1427323279874961411,𝕀𝕣𝕚𝕤𝕙 ℝ𝕠𝕤𝕖 ✿３３ 卂几ᗪ ⅓✿,171,,2021-08-16,2022-01-06
Irish Rose,White Nationalist,2021-12-30,Suspended,@CRAlC_ADDlCT,1416448383166865410,𝕀𝕣𝕚𝕤𝕙 𝑅𝑜𝓈𝑒 #PureBlood,634,,2021-07-17,2022-01-02
Irish Rose,White Nationalist,2022-01-31,Suspended,@kitler_heil,1484217458038820868,ℝ𝕠𝕤𝕖 𝕠𝕗 𝕀𝕣𝕖𝕝𝕒𝕟𝕕 💜 𝕻𝖚𝖗𝖊 𝕭𝖑𝖔𝖔𝖉,208,,2022-01-20,2022-02-01
Irish Rose,White Nationalist,2022-03-20,Suspended,@777PUR3BL00D,1492547723589042178,"IRISHb1t¢H 💚 was Suspended ""W3TH3P30PL34R3PISS3D""",328,,2022-02-12,2022-03-21
IRLAltRight,,2018-07-25,Suspended,@ben_rhoodie,4534384214,,,,,
IRLAltRight,,2018-08-15,Suspended,@MilIenniaIMatt,1096985978,,,,,
IRLAltRight,,2018-08-15,Suspended,@theseancampbell,908041486318567430,,,,2017-09-12,
IRLAltRight,,2018-08-16,Suspended,@ThomasWictor,1876660194,,,,,
IRLAltRight,,2018-08-26,Suspended,@ukasouthfla,,,,,,
IRLAltRight,,2018-09-04,Suspended,@GeorgiaLeague,2517862039,,,,,
IRLAltRight,,2018-09-04,Suspended,@MiIlenniaIMatt,1030871138245722112,,,,2018-08-18,
IRLAltRight,,2018-09-14,Suspended - NC,@MichCollins1951,437091645,,,,,
IRLAltRight,,2018-09-17,Suspended,@TheBigMick51,1041328606884986880,,,,2018-09-16,
IRLAltRight,,2018-10-30,Suspended,@LauraLoomer,537709549,,,,,
IRLAltRight,,2018-11-27,Suspended,@LizCrokin,18279320,,,,,
JackFell,Nazi,2020-11-06,Suspended,@JackFell13,2688592627,Jack Fell ❄,3203,,2014-07-28,2021-01-14
JackFell,Nazi,2021-02-18,Suspended,@JackFellDown13,31221810,Jack⚡Fell,2111,,2009-04-14,2021-02-28
JackFell,Nazi,2021-05-15,Suspended,@FellDown13,126212156,F E L L 🔄 J A C K,609,,2010-03-25,2021-05-24
JackFell,Nazi,2021-10-02,Suspended,@JACKFELL1955,1426751635473059841,J A C K ♣️ F E L L 🍂🍃,1396,,2021-08-14,2021-10-07
JackFell,Nazi,2021-10-23,Suspended,@JackFeII55,1447276900661989382,Jack♣️FeII 🍂🍃,590,,2021-10-10,2021-11-08
Jackson,The Shed,2020-01-02,Suspended,@AntifaHole2,1211797285455032320,,,,2019-12-31,
Jackson,The Shed,2020-01-27,Suspended,@AntifaHole,1217236702173057026,Not Jackson Hole Antif,,,2020-01-15,
Jackson,The Shed,2020-06-10,Suspended,@AntifaHole4,1219130611887153155,Antifa of Jackson Hole,,,2020-01-20,2020-06-10
Jackson,The Shed,2020-08-17,Suspended,@WY_307_699_4883,1270499877911478272,Antifa of The Jackson Hole,127,,2020-06-10,2020-08-17
Jackson,The Shed,2020-08-19,Suspended,@HoleAntifa,1286710058261323776,Definetly NOT Jackson Hole Antifa,298,,2020-07-25,2020-08-19
Jackson,The Shed,2021-02-18,Suspended,@JHA_of_WY,1295776251207200769,just “Jackson”,139,,2020-08-19,2021-02-28
Jackson,The Shed,2021-05-20,Suspended,@SaysJha,1396881777843650560,JHASaysSharniIsACunt,,,2021-05-24,2021-05-25
Jackson,The Shed,2021-05-22,Suspended,@HonestNodeMode,1295734882644131841,Jackson Hole Antifa,88,,2020-08-18,2021-05-24
Jackson,The Shed,2021-05-22,Suspended,@JHAofWY,1378475917060751361,Jackson Hole Antifa,122,,2021-04-03,2021-05-24
Jackson,The Shed,2021-05-26,Suspended,@JacksonHelpful,1397322508907524098,Jackson Helpful Always,,,2021-05-25,2021-05-31
Jackson,The Shed,2021-06-25,Suspended,@ReturnsJackson,1408472407187374080,Jackson Returns,28,,2021-06-25,2021-06-29
Jackson,The Shed,2021-10-01,Suspended,@AntifaHole23,1418768151706284035,Jackson Hole Antifa,136,,2021-07-23,2021-10-07
Jackson,The Shed,2021-10-05,Suspended,@antifahole24,1422608516649455616,Jackson Hole Antifa,13,,2021-08-03,2021-10-07
Jackson,The Shed,2021-11-04,Suspended,@AntifaHole27,1446316449597902850,Jackson Hole Antifa,91,,2021-10-08,2021-11-08
Jackson,The Shed,2021-11-08,Suspended,@AntifaHole29,1457717140442816517,,,,2021-11-08,2021-11-08
Jackson,The Shed,2021-11-09,Suspended,@antifa_hole,1457776671533244416,Jackson Hole Antifa,40,,2021-11-08,2021-12-13
Jackson,The Shed,2021-11-19,Suspended,@JacksonOfWY,1461753210079694849,Jackson Hole Antifa,4,,2021-11-19,2021-12-21
Jackson,The Shed,2021-12-21,Suspended,@ResleevedOne,1473124213053706246,ResleevedOne,32,,2021-12-21,2021-12-22
Jackson,The Shed,2022-01-10,Suspended,@AntifaHole43,1473765774800134146,Jackson Hole Antifa,83,,2021-12-22,2022-01-12
Jackson,The Shed,2022-01-25,Suspended,@AntifaHole49,1478195591125606403,Jacksn Hole Antifa,49,,2022-01-03,2022-01-27
Jackson,The Shed,2022-01-27,Suspended,@TheResleeved1,1486763630968418304,Resleeved,,,2022-01-27,2020-07-30
Jackson,The Shed,2022-01-31,Suspended,@NotSleeved,1487957702739435521,NotSleeved,41,,2022-01-30,2022-02-01
Jackson,The Shed,2022-04-25,Suspended,@JHA_of_Wyoming,1491518873455190021,Jackson Hole Antifa,37,,2022-02-09,2022-04-26
Jackson,The Shed,2022-04-29,Suspended,@JacksonInstitu2,1519502465082798081,jackson Hole Antifa,32,,2022-04-27,2022-04-30
Jackson,The Shed,2022-05-02,Suspended,@RSleeved,1520469600009400321,Reeeee Sleeved,1,,2022-04-30,2022-05-02
Jackson,The Shed,2022-05-04,Suspended,@JacksonsViews,1521258471257419776,,,,2022-05-02,2022-05-04
Jackson,The Shed,2022-05-20,Suspended,@JHA_Returns,1522008334898847745,,,,2022-05-04,2022-05-20
Jackson,The Shed,2022-06-02,Suspended,@Antifa_J_Hole,1527758909968195584,Antifa of The Jackson Hole,8,,2022-05-20,2022-06-03
Jackson,The Shed,2022-06-10,Suspended,@Antifa_of_JH,,,,,,2022-06-11
Jackson,The Shed,2022-06-10,Suspended,@AntifaOfJackson,,,,,,2022-06-11
Jackson,The Shed,2022-06-21,Suspended,@IHOP_CSRep,,,,,,2022-06-21
James,The Shed,2022-01-10,Suspended,@NotGuilty22_,1460743927032647688,𝐉𝐚𝐦𝐞𝐬_,153,,2021-11-16,2022-01-12
James,The Shed,2022-03-03,Suspended,@BannedJ2,1493055860720943108,J,53,,2022-02-13,2022-03-07
James,The Shed,2022-03-04,Suspended,@BannedJ1,1481364169370718209,JJ,81,,2022-01-12,2022-03-07
James,The Shed,2022-03-06,Suspended,@Juliejames1901,1488635634767958019,Julie,37,,2022-02-01,2022-03-07
James,The Shed,2022-03-07,Suspended,@Abbynormal1801,1500947385920458755,Abby Normal,12,,2022-03-07,2022-03-08
James,The Shed,2022-03-07,Suspended,@JBanned_,1500843608110518276,J,23,,2022-03-07,2022-03-08
James,The Shed,2022-03-15,Suspended,@imbackbozo1__,1501246038191099905,𝐉,10,,2022-03-08,2022-03-16
James,The Shed,2022-04-19,Suspended,@PunishedBozo_,1504100169905848324,𝐉.,18,,2022-03-16,2022-04-21
James,Shed adj,2022-06-01,Suspended,@_JReturns,1520523482483810305,. 𝐉𝐉,17,,2022-04-30,2022-06-02
James,Shed adj,2022-06-13,Suspended,@HappyLadJ,1532471561000738841,,,,2022-06-02,2022-06-13
James,Shed adj,2022-07-12,Suspended,@WeAreBack__,,,,,,2022-07-12
James,Shed adj,2022-07-15,Suspended,@_oldhickory,,,,,,2022-07-15
James,Shed adj,2022-07-18,Suspended,@discoroyales,,,,,,2022-07-18
Jared,,2018-10-01,Suspended,@PossiblyJared,826223076710940674,,,,2017-01-30,
Jared,,2018-11-08,Suspended,@CharlemagneRE,1058795612601282561,,,,2018-11-03,
Jared,,2018-11-11,Suspended,@US_Dissident,1061773183580336128,,,,2018-11-11,
Jared,,2022-01-19,Suspended,@aaronrogersf,1460713234760187908,Aaron Rodgers fan,997,,2021-11-16,2022-02-06
Jared,,2022-03-03,Suspended,@JaredGoldenf,1477764669947494408,Jared Golden Fan,903,,2022-01-02,2022-03-09
Jared,,2022-03-10,Suspended,@punishedjgf,1477753954364702731,Jar*d G*ld*n fan,,,2022-01-02,2022-03-10
Jared,,2022-03-16,Suspended,@humandeerfren,1502809323797364741,Believer in human-deer coexistence,288,,2022-03-12,2022-03-17
Jared,,2022-03-20,Suspended,@MikeGallagherF,1504897339747717124,Mike Gallagher Fan,179,,2022-03-18,2022-03-21
JarodKintz,,2021-06-04,Inactive,@JarodKintz,5533962,Jarod Kintz,0,,2007-04-26,
JarodKintz,,2021-06-04,Inactive,@JarodKintz1,70879242,Jarod Kintz,2343,,2009-09-02,
JarodKintz,,2021-06-04,Inactive,@jarodkintz2,1136036351491608577,Jarod Kintz,81,,2019-06-04,
JarodKintz,,2021-06-04,Inactive,@JarodKintz3,1145521847460683778,Jarod Kintz,48,,2019-07-01,
JarodKintz,,2021-06-04,Inactive,@JarodKintz4,1151282448929644544,Jarod Kintz,44,,2019-07-17,
JarodKintz,,2021-06-04,Inactive,@JarodKintz5,1154896842972389376,Jarod Kintz,66,,2019-07-26,
JarodKintz,,2021-06-04,Inactive,@JarodKintz6,1156307179013410816,Jarod Kintz,34,,2019-07-30,
Jason,RGC adj,2021-06-24,Suspended,@Jason_Punished,1408052916053741570,Punished Jason,56,,2021-06-24,2021-07-29
Jason,RGC adj,2021-07-29,Suspended,@ExiledJason,1420542612050747392,Exiled Jason,,,2021-07-29,2021-08-23
Jason,RGC adj,2021-08-22,Suspended,@Exiled_Jason,1429451149577494530,Exiled Jason,,,2021-08-22,2021-10-13
Jason,RGC adj,2021-10-13,Suspended,@Xiled_Jason,1448261109476122625,(Not) 𝕰𝖝𝖎𝖑𝖊𝖉 𝕵𝖆𝖘𝖔𝖓,230,,2021-10-13,2021-11-08
Jason,RGC adj,2021-10-13,Suspended,@ExiIedJason,1448256339818520582,ExiIedJason,0,,2021-10-13,2021-10-29
Jason,RGC adj,2021-11-08,Suspended,@JasonTheExiled,1457713865886736385,Jason The Exiled,240,,2021-11-08,2021-11-12
Jason,RGC adj,2021-11-11,Suspended,@Sussedexj,1458903662483357700,乇ꊼJ,124,,2021-11-11,2021-11-16
Jason,RGC adj,2022-01-11,Suspended,@BanishedJason,1460564384820957189,Banished Jay,285,,2021-11-16,2022-01-18
Jason,RGC adj,2022-01-18,Suspended,@ExpelledJay,1483395932238532612,Expelled Jay,127,,2022-01-18,2022-01-19
Jason,RGC adj,2022-01-25,Suspended,@SussedJase7,1484733671512977409,Sussed Jase,95,,2022-01-21,2022-01-27
Jason,RGC adj,2022-01-31,Suspended,@JaesunTheExiIe,1486880283290963973,Jaesun The ExiIe,134,,2022-01-27,2022-02-01
Jason,RGC adj,2022-02-13,Suspended,@CapBIack,1488531051869839360,Captain BIack,160,,2022-02-01,2022-02-19
Jason,RGC adj,2022-02-21,Suspended,@TheScarletEXJ,1495568327720189957,EXJ,53,,2022-02-20,2022-02-22
Jason,RGC adj,2022-06-13,Suspended,@HoytVolker_,1496147489036148747,,,,2022-02-22,2022-06-13
Jason,,2022-06-23,Suspended,@BuckHughes_,,,,,,2022-06-23
Jay Austin Graham,,2018-12-30,Suspended,@CampJosephA,1079382467398660098,Joseph A. Camp,,,2018-12-30,
Jay Austin Graham,,2019-02-14,Suspended,@JoeyCamp2020,1095750086812872705,Joseph A. Camp,,,2019-02-14,
Jay Austin Graham,,2022-02-25,Suspended,@Acidsmooth,17417076,J.😷Austin 🧼 Graham🐍,,,,2022-02-25
Jay Austin Graham,,2022-04-02,Suspended,@AntiBadGuySquad,121398234,Bad Guys Always Project,155,,2010-03-09,2022-04-04
Jay Austin Graham,,,Suspended,@whatmeworryb,2913948605,On The Lam With Jojo,,,,
Jay Austin Graham,,,Suspended,@cheatervilleex,2910373613,@CheatervilleExs,,,,
Jay Austin Graham,,,Suspended,@FakeNotRealJojo,2844046604,@TheRealJojoCamp,,,,
